	GTEX-11DXX	GTEX-11EM3	GTEX-11EMC	GTEX-11GSP	GTEX-11I78	GTEX-11P81	GTEX-11VI4	GTEX-11XUK	GTEX-11ZTS	GTEX-11ZTT	GTEX-11ZVC	GTEX-12WSD	GTEX-12WSG	GTEX-12WSJ	GTEX-12WSK	GTEX-12ZZX	GTEX-133LE	GTEX-13D11	GTEX-13FTX	GTEX-13N11	GTEX-13O3O	GTEX-13OVI	GTEX-13OVJ	GTEX-13PL7	GTEX-13QBU	GTEX-13QIC	GTEX-13U4I	GTEX-13VXT	GTEX-13W3W	GTEX-13X6H	GTEX-OHPK	GTEX-OHPL	GTEX-P4PP	GTEX-P4QT	GTEX-P78B	GTEX-PLZ4	GTEX-POMQ	GTEX-PWCY	GTEX-PWN1	GTEX-PX3G	GTEX-Q734	GTEX-QCQG	GTEX-QVJO	GTEX-RTLS	GTEX-RU1J	GTEX-RU72	GTEX-RWS6	GTEX-S32W	GTEX-S341	GTEX-S4P3	GTEX-S7SF	GTEX-T2IS	GTEX-T5JW	GTEX-T6MO	GTEX-TML8	GTEX-TMMY	GTEX-TSE9	GTEX-U3ZN	GTEX-UJHI	GTEX-W5WG	GTEX-WI4N	GTEX-WWYW	GTEX-X15G	GTEX-X4EO	GTEX-X8HC	GTEX-XMD3	GTEX-XUJ4	GTEX-XUW1	GTEX-XUZC	GTEX-XV7Q	GTEX-XYKS	GTEX-Y114	GTEX-Y3IK	GTEX-YFC4	GTEX-ZAJG	GTEX-ZC5H	GTEX-ZLWG	GTEX-ZP4G	GTEX-ZPIC	GTEX-ZVT2	GTEX-ZVT3	GTEX-ZYFG	GTEX-ZYWO	GTEX-ZYY3	GTEX-ZZPU
ENST00000640180.1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENST00000639581.1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENST00000639095.1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENST00000638933.1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENST00000639960.1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENST00000618023.5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENST00000639404.1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENST00000443402.6	0.0199	0.1049	0.0938	0.0753	0.2345	0.1740	0.0647	0.0178	0.2083	0.0846	0.0000	0.0000	0.1607	0.0346	0.0558	0.0521	0.0292	0.0839	0.0000	0.1555	0.0911	0.0154	0.0697	0.0153	0.0183	0.1385	0.0711	0.0282	0.0181	0.0000	0.0406	0.0385	0.0000	0.0495	0.1411	0.0562	0.3271	0.0000	0.0489	0.0349	0.0845	0.0251	0.0817	0.0000	0.0214	0.0189	0.1790	0.0185	0.0646	0.0409	0.0344	0.0000	0.0162	0.0636	0.0873	0.0000	0.0342	0.4776	0.0000	0.0000	0.0920	0.0409	0.0633	0.7740	0.0000	0.1282	0.0000	0.0337	0.0712	0.0000	0.0502	0.1455	0.0595	0.0357	0.0427	0.4560	0.0178	0.0000	0.0143	0.0156	0.0388	0.0705	0.0000	0.1213	0.0000
ENST00000466254.1	1.1820	0.0000	0.0000	0.0000	0.4867	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5520	3.9014	0.0000	0.0000	0.0000	0.4033	0.0000	0.0000	0.5833	0.0000	0.0000	0.4218	0.0000	0.0000	0.7569	0.9514	0.0000	0.0000	0.2752	0.0000	0.0000	1.3804	0.3938	0.5962	0.0000	0.0000	0.6335	0.0000	0.0000	0.0000	0.0000	3.0059	0.0000	0.0000	0.0000	0.0000	0.0000	0.5432	0.0000	0.0000	0.0000	0.0000	0.0000	0.8124	0.0000	0.0000	0.8931	0.6247	0.0000	0.3217	0.0000	0.8330	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5684	1.0328	0.0000	0.6368	1.0743	0.0000	0.0000	0.0000	0.0000	0.4674	0.0000	0.5789	0.0000	0.0000	0.7943
ENST00000436911.6	0.2211	0.2155	0.3566	0.1444	0.9897	0.8408	0.1699	0.1633	0.6706	0.4504	0.0000	0.9644	1.4162	0.0538	0.0000	0.5166	0.0308	1.3856	0.0511	0.9703	0.3253	0.1438	0.1919	0.5596	0.2064	0.2659	0.2999	0.3758	0.3152	0.1876	0.4077	0.3294	0.1666	0.5006	0.8312	0.4510	1.6190	0.1925	0.0997	0.1587	0.2549	0.5208	3.4169	0.1559	0.1985	0.6007	0.3345	0.2643	0.1497	0.4189	0.0538	0.2244	0.3530	0.4590	0.9534	0.4253	0.1053	3.4158	0.0587	0.4191	0.4610	0.0513	1.0882	2.5433	0.1780	0.3212	0.0696	0.1301	0.2941	0.1417	0.3303	0.5913	0.1819	0.1388	0.5112	2.1281	0.0000	0.0466	0.0000	0.2171	0.1814	0.0543	0.1820	2.3550	0.0000
ENST00000633705.1	4.7046	0.7076	1.6927	0.0000	2.9261	2.8879	0.4745	1.0210	4.0439	7.8821	0.7981	2.5874	3.2474	31.1130	1.2364	1.0567	0.1486	6.5755	0.2317	2.6225	5.3759	1.5108	1.8946	1.0945	0.6948	3.3426	1.1797	10.1313	3.6553	0.1336	0.0000	7.4136	1.7048	2.8547	2.8935	3.3474	8.0086	0.7785	12.2244	0.5520	2.6909	4.5366	7.4270	1.1823	0.4745	1.8830	1.7429	0.8963	0.0000	1.7394	0.9017	1.7729	10.8182	5.5583	2.0905	2.0352	0.3392	9.3957	0.0000	3.7820	2.2101	0.9241	7.7835	15.0615	1.4908	0.3293	1.1344	0.4111	2.3390	0.4918	5.3286	0.0000	1.3795	0.6330	0.7737	4.1047	2.6570	1.9873	1.8093	1.3915	3.6071	1.3017	1.1602	2.0432	0.6937
ENST00000390477.2	0.0000	0.5015	0.1605	0.1920	0.1606	0.9996	0.0695	0.2518	1.0358	0.9877	0.4802	0.0871	0.7128	0.2526	0.0896	0.1623	0.0000	0.5712	0.0000	0.2403	0.4465	0.0749	0.3295	0.1998	0.1650	0.8210	0.4040	0.2329	0.3297	0.1432	0.0586	0.4301	0.0000	0.4890	2.3566	0.1212	1.7491	0.0000	0.2302	0.4046	0.2587	0.4570	1.6163	0.5639	0.2059	0.8748	0.7363	0.2496	0.0775	0.2179	0.0846	0.3472	0.5533	0.3971	1.0079	0.0000	0.0815	0.6290	0.0899	0.1103	0.1129	0.0000	0.0000	1.3143	0.4604	0.2975	0.1068	0.1307	0.5401	0.0000	0.1380	0.3811	0.4901	0.0000	0.2031	0.8189	0.0000	0.1310	0.0000	0.0000	0.0000	0.1683	0.0000	3.6596	0.1014
ENST00000611116.1	1.3585	0.7335	3.1796	0.3916	3.2585	2.9527	0.6677	0.3417	2.6846	2.2212	0.2737	2.4924	2.5869	0.6770	0.2413	0.6007	0.5017	8.5612	0.6419	3.6821	0.4688	0.8535	1.0058	0.9515	0.7175	1.0355	5.2380	1.5867	0.3331	0.4903	1.7898	3.1566	0.4180	1.2508	2.0837	1.5935	7.3190	0.1344	0.9385	0.8849	2.5448	2.4348	7.6436	0.1632	1.1781	1.5395	0.5579	0.7851	0.5746	1.1400	1.3537	0.3132	1.0568	4.1204	2.9482	1.4637	0.3306	12.4931	0.6749	1.6112	0.6158	0.3229	3.0002	5.2288	0.1243	0.7513	0.2184	0.3409	2.3351	0.7913	0.2778	1.3520	0.5233	1.3515	1.0823	6.0971	0.3430	0.6339	0.4163	0.5521	0.3168	0.2842	1.3318	1.3547	0.9684
ENST00000632136.1	0.0000	0.7076	0.0000	2.0557	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4089	0.1486	0.0000	0.2317	0.9834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.1289	8.9393	0.0000	0.1336	4.7182	1.4827	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.2838	0.0000	0.2373	0.0000	0.0000	0.0000	1.2554	0.0000	0.0000	0.0000	0.3750	0.0000	0.0000	0.0000	0.0000	0.4474	0.9624	0.0000	0.0000	0.2310	0.0000	0.0000	0.0000	0.3293	0.0000	0.0000	0.0000	0.0000	4.9733	3.8767	0.0000	0.6330	0.7737	3.4206	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6937
ENST00000622053.4	54.3246	12.6900	11.7785	12.5398	28.0145	14.5679	22.2946	4.7239	11.9933	91.9412	2.6578	5.7443	11.3527	215.9810	25.3150	28.0995	2.3007	31.0432	4.9896	6.7351	79.9414	4.7199	20.1921	10.4889	7.7218	31.9180	27.4134	101.8030	19.3509	3.6366	21.7856	66.1051	9.6790	45.1787	12.4478	21.2072	14.1484	25.0477	116.7950	8.1953	7.2699	42.0903	62.5147	34.4118	9.0328	11.1728	17.0590	3.7008	10.7308	3.4202	2.7310	5.4891	70.3471	28.3510	5.7560	19.2417	3.2544	20.2218	10.3059	41.2599	4.2018	10.7347	29.0811	45.8543	15.4274	5.6131	10.3006	4.6311	15.3838	4.1120	87.6091	19.3479	12.9465	20.6220	4.5821	21.2077	15.3354	13.7519	28.3405	33.8868	21.1155	21.0063	6.1487	13.8136	18.1955
ENST00000390565.1	3.6097	0.0000	1.2182	0.0000	1.2091	4.0505	1.8741	0.0000	1.1279	0.0000	0.0000	0.0000	2.5373	0.0000	0.0000	0.0000	0.0000	5.3761	0.0000	0.0000	0.0000	0.9289	10.4876	0.0000	0.0000	0.0000	3.8958	0.9047	0.0000	4.2430	5.6098	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5062	0.0000	0.0000	0.0000	1.2023	0.0000	0.0000	0.0000	2.6556	0.0000	0.0000	0.0000	4.3379	0.0000	0.0000	0.0000	2.5591	0.0000	1.0041	0.0000	1.1675	2.5416	0.0000	0.0000	0.0000	1.0081	0.0000	1.0746	0.0000	5.1561	0.0000
ENST00000488476.1	45.1644	0.0000	0.0000	0.0000	116.0690	33.8457	0.0000	97.1073	0.0000	3.7171	2.3660	0.0000	0.0000	2.2618	3.3773	0.0000	0.0000	858.9950	5.5296	0.0000	0.0000	35.8536	23.9192	22.0785	0.0000	0.0000	0.0000	0.0000	56.7718	12.7060	0.0000	0.0000	0.0000	8.6775	6.8883	1.7766	89.4908	0.0000	7.7359	0.0000	3.3821	7.9604	0.0000	1.9456	0.0000	0.0000	9.5399	5.3452	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5737	0.0000	2.2471	7.9362	8.1613	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2425	0.0000	0.0000	8.9622	0.0000	2.6999	7.4231	0.0000	7.3924	0.0000	0.0000	2.7082	0.0000	2.7619	10.0791	0.0000
ENST00000390564.2	7.2195	0.0000	0.0000	0.0000	0.0000	0.0000	7.4964	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.4322	0.0000	0.0000	0.0000	113.1170	0.0002	4.0531	0.0000	1.7119	5.1944	0.0000	0.0000	0.0000	0.0000	2.3128	0.0000	1.6461	0.0000	0.0000	6.4291	0.0000	0.0000	4.2131	7.4401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9408	2.2249	0.0000	0.0000	0.0000	2.1061	0.0000	0.0000	2.8182	0.0000	0.0000	7.9669	0.0000	0.0000	0.0000	5.7839	0.0000	2.6551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5416	4.4755	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	5.5675
ENST00000390560.2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.2335	0.0000	1.7967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.2004	0.0000	0.0000	0.0000	1.3825	0.0000	19.2865	0.0000	0.0000	0.0001	0.0000	0.0000	1.2339	1.3949	1.3238	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5174	0.0000	0.0000	3.6246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.5835	10.5153	13.2672	3.2053	0.0000	0.0000	52.8207	0.0000	1.8140	8.6322	0.0000	0.0000	0.0000	4.1032	0.0000	13.5137
ENST00000390239.2	21.6069	0.0000	20.2641	0.0000	96.2109	35.6672	7.2668	7.5773	9.2649	0.0000	0.0000	8.3384	112.9220	3.5104	0.0000	0.0000	0.0000	106.6470	3.2411	6.8194	0.0000	14.7464	42.3955	28.2901	0.0000	0.0000	84.7687	32.8244	62.6009	12.0464	32.5278	0.0000	0.0000	10.5009	4.7805	0.0000	87.2544	0.0000	7.0436	8.9709	16.5564	14.6418	9.0027	2.9907	0.0000	7.4613	3.5068	4.2278	11.3071	0.0000	0.0000	0.0000	7.6705	4.4733	37.2860	0.0000	4.2256	4.1319	0.0000	5.4901	0.0000	0.0000	37.1650	0.0000	0.0000	2.8912	20.0069	6.2990	28.5953	6.8890	2.4234	27.2783	3.5289	8.0297	5.2798	25.2703	7.9595	3.5017	3.5327	3.9910	0.0000	0.0000	0.0000	0.0000	10.6374
ENST00000390240.2	4.0088	0.0000	11.4451	0.0000	20.8967	6.6689	3.3810	3.4965	0.0000	26.3206	0.0000	0.0000	35.7319	0.0000	3.2656	0.0000	0.0000	280.6270	3.0405	3.5280	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0766	5.4932	11.7765	0.0000	4.9935	3.2512	0.0000	19.0893	9.1598	0.0000	28.4162	4.7977	13.2949	0.0000	0.0000	0.0000	0.0000	2.7958	5.4260	0.0000	0.0000	0.0000	0.0000	0.0000	6.1598	0.0000	0.0000	0.0000	4.2638	0.0000	0.0000	3.7984	0.0000	0.0000	0.0000	0.0000	24.9787	0.0000	0.0000	0.0000	0.0000	0.0000	4.5381	0.0000	2.3464	10.4674	0.0000	0.0000	19.1666	18.8239	0.0000	6.4271	3.2187	0.0000	0.0000	2.9059	0.0000	4.0838	0.0000
ENST00000461719.1	43.6318	0.0000	0.0000	0.0000	208.7040	38.8615	7.2488	0.0000	0.0000	21.0886	0.0000	8.1407	71.7366	0.0000	12.3075	0.0000	0.0000	0.0000	3.0067	88.3500	1.8618	39.7359	33.8958	8.9886	13.9366	0.0000	0.0000	17.5941	0.0000	26.9605	29.1704	0.0000	0.0000	2.5179	0.0000	6.1593	0.0000	6.5639	22.4180	18.7076	42.9793	22.8824	10.0235	0.0000	0.0000	5.4986	0.0000	0.0000	0.0000	2.2286	0.0000	0.0000	10.0579	3.5047	0.0000	0.0000	5.0096	0.0000	0.0000	4.6532	0.0000	0.0000	0.0000	3.5121	0.0000	5.1725	21.4999	2.2070	0.0000	0.0000	20.4034	0.0000	0.0000	0.0000	0.0000	38.6642	0.0000	0.0000	11.7454	10.5137	0.0000	2.3695	3.0339	0.0000	13.1750
ENST00000631705.1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	135.6010	0.0000	8.7150	0.0000	0.0000	5.2206	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.3650	0.0000	0.0000	0.0000	0.0000	0.0000	25.3491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9405	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	46.3045	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.2554	0.0000	0.0000	0.0000	0.0000	0.0000
ENST00000633501.1	0.0000	4.6681	68.5197	0.0000	0.0000	0.0000	19.5278	0.0000	56.5455	0.0000	0.0000	0.0000	96.0049	0.0000	0.0000	0.0000	0.0000	136.2490	0.0000	13.6930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	67.5678	37.7592	0.0000	0.0000	24.0052	22.4449	0.0000	0.0000	3.1112	0.0000	102.9890	0.0000	0.0000	10.1002	0.0000	0.0000	3.6547	0.0000	0.0000	0.0000	0.0000	0.0000	12.1221	0.0000	0.0000	6.0902	0.0000	0.0000	15.4614	0.0000	0.0000	0.1365	0.0000	0.0000	0.0000	0.0000	63.1677	0.0000	0.0000	0.0000	34.2455	0.0000	30.5599	3.3985	18.2676	37.3101	0.0000	0.0000	0.0000	31.0592	15.7746	0.0000	20.5777	0.0000	0.0000	0.0000	0.0000	0.0000	20.7168
ENST00000631521.1	0.0000	0.0000	116.4450	0.0000	114.0760	16.6279	0.0000	7.2576	24.0745	0.0000	0.0000	0.0000	75.8432	0.0000	0.0000	0.0000	0.0000	140.3600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	119.6150	49.2728	31.0952	0.0000	0.0000	43.4469	4.8426	0.0000	16.6062	0.0000	104.0610	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.5578	0.0000	0.0000	0.0000	20.6870	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	90.1079	0.0000	0.0000	0.0000	0.0000	0.0000	44.3677	0.0000	0.0000	78.0167	4.6099	0.0000	0.0000	91.2392	23.2634	15.6260	0.0000	0.0000	0.0000	0.0000	0.0000	6.8379	0.0000
ENST00000633896.1	0.0000	0.0000	0.0000	0.0000	59.2620	16.3131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0239	0.0000	0.0000	0.0000	0.0000	40.2272	0.0000	4.4415	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.4310	1.5238	0.0000	1.6507	0.0000	0.0000	0.0000	0.0000	0.0000	7.5625	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.2222	0.0000	4.2043	0.0000	0.0000	0.1844	12.9368	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0538	0.0000	0.0000	0.0000	0.0000	27.6544	0.0000	5.6287	4.7428	9.0208	14.7879	0.0000	0.0000	2.5662	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.3573	0.0000
ENST00000632178.1	0.0000	0.0000	14.1048	0.0000	7.0404	1.3680	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.1894	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.1801	1.7615	0.0000	0.0000	0.0000	0.0000	9.0197	10.8215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0023	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5575	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.1937	0.0000
ENST00000634062.1	3.6097	0.0000	1.2182	0.0000	1.2091	4.0505	1.8741	0.0000	1.1279	0.0000	0.0000	0.0000	2.5373	0.0000	0.0000	0.0000	0.0000	5.3761	0.0000	0.0000	0.0000	0.9289	10.4876	0.0000	0.0000	0.0000	3.8958	0.9047	0.0000	4.2430	5.6098	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5062	0.0000	0.0000	0.0000	1.2023	0.0000	0.0000	0.0000	2.6556	0.0000	0.0000	0.0000	4.3379	0.0000	0.0000	0.0000	2.5591	0.0000	1.0041	0.0000	1.1675	2.5416	0.0000	0.0000	0.0000	1.0081	0.0000	1.0746	0.0000	5.1561	0.0000
ENST00000390320.2	0.9184	0.0000	3.4048	0.0000	0.0000	1.4076	0.0000	2.0518	0.0000	0.0000	0.0000	0.0000	6.3496	0.0000	0.0000	0.0000	0.0000	3.3950	0.0000	0.7067	0.0000	0.0000	5.5875	0.0000	1.9645	0.0000	3.0264	2.9314	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6895	3.7490	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6335	0.0000	0.0000	0.0000	0.0000	0.0000	0.5553	0.0000	0.0000	0.0000	0.0000	2.2605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.7014	0.0000	0.0000	3.0687	0.0000	1.4090	0.0000	0.8227	0.0000	0.0000	5.1811	0.3812	0.0000	0.0000	0.1855	0.0000	0.0000	0.0000	11.5880	0.2431
ENST00000463911.1	17.4968	0.0000	15.5648	0.0000	0.0000	0.0000	4.1392	2.3685	0.0000	2.8599	0.0000	2.4355	0.0000	0.0000	0.0000	0.0000	2.5472	0.0000	0.0000	0.0000	0.0000	0.0000	3.8862	0.0000	2.4032	3.6470	11.2822	22.6606	9.6539	11.9410	1.6089	0.0000	0.0000	0.0000	0.0000	10.6595	73.0485	0.0000	0.0000	0.0000	0.0000	6.3272	0.0000	0.0000	0.0000	2.4053	2.3850	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	316.6830	0.0000	0.0000	0.0000	0.1083	4.0827	0.0000	0.0000	0.0000	0.0000	2.2405	0.0000	0.0000	16.6972	7.3673	2.4945	0.0000	0.0000	0.0000	0.0000	2.7619	0.0000	6.2532
