Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
ENSG00000177943.12-ENSG00000128016.5	ENSG00000177943.12	ENSG00000128016.5	-0.220554815782	0.220554815782	enet	1	1
ENSG00000205177.6-ENSG00000160712.11	ENSG00000205177.6	ENSG00000160712.11	0.220046047077	0.220046047077	enet	1	1
ENSG00000186603.5-ENSG00000129757.11	ENSG00000186603.5	ENSG00000129757.11	-0.22000189598	0.22000189598	enet	1	1
ENSG00000086548.8-ENSG00000172824.13	ENSG00000086548.8	ENSG00000172824.13	0.219264847547	0.219264847547	enet	1	1
ENSG00000181649.5-ENSG00000166592.10	ENSG00000181649.5	ENSG00000166592.10	0.218423920496	0.218423920496	enet	1	1
ENSG00000086548.8-ENSG00000182836.8	ENSG00000086548.8	ENSG00000182836.8	-0.217960592432	0.217960592432	enet	1	1
ENSG00000124575.6-ENSG00000108691.8	ENSG00000124575.6	ENSG00000108691.8	0.217731220487	0.217731220487	enet	1	1
ENSG00000183671.11-ENSG00000166592.10	ENSG00000183671.11	ENSG00000166592.10	0.217612805339	0.217612805339	enet	1	1
ENSG00000243709.1-ENSG00000173706.11	ENSG00000243709.1	ENSG00000173706.11	-0.217536168531	0.217536168531	enet	1	1
ENSG00000086548.8-ENSG00000108465.13	ENSG00000086548.8	ENSG00000108465.13	0.216630066179	0.216630066179	enet	1	1
ENSG00000205177.6-ENSG00000103044.9	ENSG00000205177.6	ENSG00000103044.9	0.216442765597	0.216442765597	enet	1	1
ENSG00000204531.14-ENSG00000163659.11	ENSG00000204531.14	ENSG00000163659.11	0.216414304132	0.216414304132	enet	1	1
ENSG00000129988.5-ENSG00000096060.13	ENSG00000129988.5	ENSG00000096060.13	0.216069965096	0.216069965096	enet	1	1
ENSG00000205177.6-ENSG00000183671.11	ENSG00000205177.6	ENSG00000183671.11	0.215976416257	0.215976416257	enet	1	1
ENSG00000204531.14-ENSG00000153714.5	ENSG00000204531.14	ENSG00000153714.5	0.215586138147	0.215586138147	enet	1	1
ENSG00000186603.5-ENSG00000279483.1	ENSG00000186603.5	ENSG00000279483.1	0.215420483801	0.215420483801	enet	1	1
ENSG00000137440.4-ENSG00000135094.9	ENSG00000137440.4	ENSG00000135094.9	-0.2154124237	0.2154124237	enet	1	1
ENSG00000160781.14-ENSG00000166589.11	ENSG00000160781.14	ENSG00000166589.11	-0.215286538246	0.215286538246	enet	1	1
ENSG00000129988.5-ENSG00000147642.15	ENSG00000129988.5	ENSG00000147642.15	0.215253304833	0.215253304833	enet	1	1
ENSG00000274267.1-ENSG00000137440.4	ENSG00000274267.1	ENSG00000137440.4	-0.215163766494	0.215163766494	enet	1	1
ENSG00000243709.1-ENSG00000152779.13	ENSG00000243709.1	ENSG00000152779.13	-0.21496494562	0.21496494562	enet	1	1
ENSG00000204531.14-ENSG00000179094.12	ENSG00000204531.14	ENSG00000179094.12	0.214842095409	0.214842095409	enet	1	1
ENSG00000205177.6-ENSG00000172602.8	ENSG00000205177.6	ENSG00000172602.8	-0.213610297303	0.213610297303	enet	1	1
ENSG00000118804.8-ENSG00000205177.6	ENSG00000118804.8	ENSG00000205177.6	0.213254868939	0.213254868939	enet	1	1
ENSG00000205177.6-ENSG00000004799.7	ENSG00000205177.6	ENSG00000004799.7	0.213155969968	0.213155969968	enet	1	1
ENSG00000129988.5-ENSG00000090376.7	ENSG00000129988.5	ENSG00000090376.7	0.213084796681	0.213084796681	enet	1	1
ENSG00000183671.11-ENSG00000187288.9	ENSG00000183671.11	ENSG00000187288.9	0.212130077287	0.212130077287	enet	1	1
ENSG00000160781.14-ENSG00000163283.6	ENSG00000160781.14	ENSG00000163283.6	-0.212101239914	0.212101239914	enet	1	1
ENSG00000137440.4-ENSG00000096060.13	ENSG00000137440.4	ENSG00000096060.13	-0.211870651781	0.211870651781	enet	1	1
ENSG00000183671.11-ENSG00000163283.6	ENSG00000183671.11	ENSG00000163283.6	0.211563610156	0.211563610156	enet	1	1
ENSG00000160781.14-ENSG00000138615.5	ENSG00000160781.14	ENSG00000138615.5	-0.211452661513	0.211452661513	enet	1	1
ENSG00000204531.14-ENSG00000169429.9	ENSG00000204531.14	ENSG00000169429.9	-0.210981828456	0.210981828456	enet	1	1
ENSG00000183671.11-ENSG00000179046.7	ENSG00000183671.11	ENSG00000179046.7	-0.210747199683	0.210747199683	enet	1	1
ENSG00000205177.6-ENSG00000163659.11	ENSG00000205177.6	ENSG00000163659.11	0.210526498246	0.210526498246	enet	1	1
ENSG00000129988.5-ENSG00000120675.5	ENSG00000129988.5	ENSG00000120675.5	0.210321386478	0.210321386478	enet	1	1
ENSG00000129988.5-ENSG00000140379.7	ENSG00000129988.5	ENSG00000140379.7	-0.210262046759	0.210262046759	enet	1	1
ENSG00000170477.11-ENSG00000183671.11	ENSG00000170477.11	ENSG00000183671.11	0.208805725369	0.208805725369	enet	1	1
ENSG00000205177.6-ENSG00000119138.4	ENSG00000205177.6	ENSG00000119138.4	0.208783671747	0.208783671747	enet	1	1
ENSG00000205177.6-ENSG00000188293.5	ENSG00000205177.6	ENSG00000188293.5	0.207642896327	0.207642896327	enet	1	1
ENSG00000274267.1-ENSG00000128016.5	ENSG00000274267.1	ENSG00000128016.5	0.207432619399	0.207432619399	enet	1	1
ENSG00000124575.6-ENSG00000137440.4	ENSG00000124575.6	ENSG00000137440.4	0.207249735036	0.207249735036	enet	1	1
ENSG00000129757.11-ENSG00000135094.9	ENSG00000129757.11	ENSG00000135094.9	-0.207238722035	0.207238722035	enet	1	1
ENSG00000274267.1-ENSG00000187288.9	ENSG00000274267.1	ENSG00000187288.9	0.207114860504	0.207114860504	enet	1	1
ENSG00000174599.5-ENSG00000184270.4	ENSG00000174599.5	ENSG00000184270.4	0.206889790545	0.206889790545	enet	1	1
ENSG00000204531.14-ENSG00000134107.4	ENSG00000204531.14	ENSG00000134107.4	-0.206519753475	0.206519753475	enet	1	1
ENSG00000129988.5-ENSG00000019549.7	ENSG00000129988.5	ENSG00000019549.7	0.206426335007	0.206426335007	enet	1	1
ENSG00000124575.6-ENSG00000145040.3	ENSG00000124575.6	ENSG00000145040.3	0.20603844058	0.20603844058	enet	1	1
ENSG00000124575.6-ENSG00000086548.8	ENSG00000124575.6	ENSG00000086548.8	0.2060363174	0.2060363174	enet	1	1
ENSG00000007255.9-ENSG00000157514.15	ENSG00000007255.9	ENSG00000157514.15	-0.206027117841	0.206027117841	enet	1	1
ENSG00000204531.14-ENSG00000177606.6	ENSG00000204531.14	ENSG00000177606.6	-0.205934641172	0.205934641172	enet	1	1
ENSG00000135094.9-ENSG00000165272.13	ENSG00000135094.9	ENSG00000165272.13	0.205657494799	0.205657494799	enet	1	1
ENSG00000183671.11-ENSG00000096060.13	ENSG00000183671.11	ENSG00000096060.13	0.205293593124	0.205293593124	enet	1	1
ENSG00000197766.6-ENSG00000163739.4	ENSG00000197766.6	ENSG00000163739.4	0.205263069015	0.205263069015	enet	1	1
ENSG00000205177.6-ENSG00000187288.9	ENSG00000205177.6	ENSG00000187288.9	0.20514591295	0.20514591295	enet	1	1
ENSG00000129757.11-ENSG00000181634.7	ENSG00000129757.11	ENSG00000181634.7	0.204947096564	0.204947096564	enet	1	1
ENSG00000137440.4-ENSG00000115112.7	ENSG00000137440.4	ENSG00000115112.7	-0.204503517802	0.204503517802	enet	1	1
ENSG00000129988.5-ENSG00000163283.6	ENSG00000129988.5	ENSG00000163283.6	0.204443897066	0.204443897066	enet	1	1
ENSG00000170477.11-ENSG00000138615.5	ENSG00000170477.11	ENSG00000138615.5	0.20444114239	0.20444114239	enet	1	1
ENSG00000086548.8-ENSG00000278637.1	ENSG00000086548.8	ENSG00000278637.1	-0.204217023398	0.204217023398	enet	1	1
ENSG00000086548.8-ENSG00000146250.6	ENSG00000086548.8	ENSG00000146250.6	-0.203868822937	0.203868822937	enet	1	1
ENSG00000137440.4-ENSG00000145569.5	ENSG00000137440.4	ENSG00000145569.5	-0.203575361586	0.203575361586	enet	1	1
ENSG00000124575.6-ENSG00000182836.8	ENSG00000124575.6	ENSG00000182836.8	0.203395274134	0.203395274134	enet	1	1
ENSG00000160781.14-ENSG00000187288.9	ENSG00000160781.14	ENSG00000187288.9	-0.203267151261	0.203267151261	enet	1	1
ENSG00000205177.6-ENSG00000163874.8	ENSG00000205177.6	ENSG00000163874.8	0.203220713058	0.203220713058	enet	1	1
ENSG00000204531.14-ENSG00000171522.5	ENSG00000204531.14	ENSG00000171522.5	0.203158572291	0.203158572291	enet	1	1
ENSG00000137440.4-ENSG00000152779.13	ENSG00000137440.4	ENSG00000152779.13	-0.202847595173	0.202847595173	enet	1	1
ENSG00000186603.5-ENSG00000205420.9	ENSG00000186603.5	ENSG00000205420.9	-0.202758600374	0.202758600374	enet	1	1
ENSG00000243709.1-ENSG00000147027.3	ENSG00000243709.1	ENSG00000147027.3	-0.202442807874	0.202442807874	enet	1	1
ENSG00000205177.6-ENSG00000185338.4	ENSG00000205177.6	ENSG00000185338.4	0.202420274747	0.202420274747	enet	1	1
ENSG00000181649.5-ENSG00000141750.6	ENSG00000181649.5	ENSG00000141750.6	0.202219247517	0.202219247517	enet	1	1
ENSG00000184270.4-ENSG00000152779.13	ENSG00000184270.4	ENSG00000152779.13	-0.202011160025	0.202011160025	enet	1	1
ENSG00000129988.5-ENSG00000148175.11	ENSG00000129988.5	ENSG00000148175.11	0.201725407798	0.201725407798	enet	1	1
ENSG00000129988.5-ENSG00000125148.6	ENSG00000129988.5	ENSG00000125148.6	0.201696560359	0.201696560359	enet	1	1
ENSG00000170477.11-ENSG00000163283.6	ENSG00000170477.11	ENSG00000163283.6	0.20145495284	0.20145495284	enet	1	1
ENSG00000170477.11-ENSG00000166589.11	ENSG00000170477.11	ENSG00000166589.11	0.201192091249	0.201192091249	enet	1	1
ENSG00000086548.8-ENSG00000089723.8	ENSG00000086548.8	ENSG00000089723.8	-0.200908739848	0.200908739848	enet	1	1
ENSG00000184270.4-ENSG00000100342.19	ENSG00000184270.4	ENSG00000100342.19	-0.200802749357	0.200802749357	enet	1	1
ENSG00000129988.5-ENSG00000183578.5	ENSG00000129988.5	ENSG00000183578.5	0.200728535219	0.200728535219	enet	1	1
ENSG00000160781.14-ENSG00000137331.11	ENSG00000160781.14	ENSG00000137331.11	0.200330943765	0.200330943765	enet	1	1
ENSG00000160781.14-ENSG00000183671.11	ENSG00000160781.14	ENSG00000183671.11	-0.200312056121	0.200312056121	enet	1	1
ENSG00000129988.5-ENSG00000166589.11	ENSG00000129988.5	ENSG00000166589.11	0.200311567926	0.200311567926	enet	1	1
ENSG00000086548.8-ENSG00000123610.4	ENSG00000086548.8	ENSG00000123610.4	-0.200184845572	0.200184845572	enet	1	1
ENSG00000172137.17-ENSG00000183598.3	ENSG00000172137.17	ENSG00000183598.3	-0.200051129925	0.200051129925	enet	1	1
ENSG00000086548.8-ENSG00000156427.7	ENSG00000086548.8	ENSG00000156427.7	0.199320054236	0.199320054236	enet	1	1
ENSG00000205177.6-ENSG00000119508.16	ENSG00000205177.6	ENSG00000119508.16	-0.198436774515	0.198436774515	enet	1	1
ENSG00000197405.6-ENSG00000124205.14	ENSG00000197405.6	ENSG00000124205.14	0.198308854992	0.198308854992	enet	1	1
ENSG00000205177.6-ENSG00000164056.9	ENSG00000205177.6	ENSG00000164056.9	0.198109794895	0.198109794895	enet	1	1
ENSG00000184270.4-ENSG00000163283.6	ENSG00000184270.4	ENSG00000163283.6	-0.197846534127	0.197846534127	enet	1	1
ENSG00000086548.8-ENSG00000166592.10	ENSG00000086548.8	ENSG00000166592.10	0.197740611196	0.197740611196	enet	1	1
ENSG00000086548.8-ENSG00000163283.6	ENSG00000086548.8	ENSG00000163283.6	0.197531863609	0.197531863609	enet	1	1
ENSG00000129988.5-ENSG00000178150.7	ENSG00000129988.5	ENSG00000178150.7	0.19742897955	0.19742897955	enet	1	1
ENSG00000205177.6-ENSG00000006606.7	ENSG00000205177.6	ENSG00000006606.7	-0.197405299961	0.197405299961	enet	1	1
ENSG00000137440.4-ENSG00000125726.9	ENSG00000137440.4	ENSG00000125726.9	0.197336622091	0.197336622091	enet	1	1
ENSG00000086548.8-ENSG00000120675.5	ENSG00000086548.8	ENSG00000120675.5	0.197306661335	0.197306661335	enet	1	1
ENSG00000131015.4-ENSG00000279483.1	ENSG00000131015.4	ENSG00000279483.1	0.197285292329	0.197285292329	enet	1	1
ENSG00000086548.8-ENSG00000167105.6	ENSG00000086548.8	ENSG00000167105.6	-0.196249351796	0.196249351796	enet	1	1
ENSG00000135094.9-ENSG00000104415.12	ENSG00000135094.9	ENSG00000104415.12	0.196137940748	0.196137940748	enet	1	1
ENSG00000108551.4-ENSG00000138615.5	ENSG00000108551.4	ENSG00000138615.5	0.196086590802	0.196086590802	enet	1	1
ENSG00000132821.10-ENSG00000152086.8	ENSG00000132821.10	ENSG00000152086.8	0.195954518701	0.195954518701	enet	1	1
ENSG00000086548.8-ENSG00000163347.5	ENSG00000086548.8	ENSG00000163347.5	-0.195914411606	0.195914411606	enet	1	1
ENSG00000170477.11-ENSG00000152779.13	ENSG00000170477.11	ENSG00000152779.13	0.195830278111	0.195830278111	enet	1	1
ENSG00000181649.5-ENSG00000067798.12	ENSG00000181649.5	ENSG00000067798.12	-0.195815224891	0.195815224891	enet	1	1
ENSG00000177943.12-ENSG00000171522.5	ENSG00000177943.12	ENSG00000171522.5	-0.195792889203	0.195792889203	enet	1	1
ENSG00000205177.6-ENSG00000181634.7	ENSG00000205177.6	ENSG00000181634.7	-0.195406975807	0.195406975807	enet	1	1
ENSG00000131480.7-ENSG00000160949.15	ENSG00000131480.7	ENSG00000160949.15	-0.195399042828	0.195399042828	enet	1	1
ENSG00000137440.4-ENSG00000168955.3	ENSG00000137440.4	ENSG00000168955.3	0.195296624048	0.195296624048	enet	1	1
ENSG00000183671.11-ENSG00000152779.13	ENSG00000183671.11	ENSG00000152779.13	0.19522199696	0.19522199696	enet	1	1
ENSG00000137198.8-ENSG00000184557.4	ENSG00000137198.8	ENSG00000184557.4	0.19496309415	0.19496309415	enet	1	1
ENSG00000086548.8-ENSG00000163235.14	ENSG00000086548.8	ENSG00000163235.14	-0.194936881495	0.194936881495	enet	1	1
ENSG00000183671.11-ENSG00000141750.6	ENSG00000183671.11	ENSG00000141750.6	0.194681578603	0.194681578603	enet	1	1
ENSG00000197405.6-ENSG00000205420.9	ENSG00000197405.6	ENSG00000205420.9	0.194137250195	0.194137250195	enet	1	1
ENSG00000007255.9-ENSG00000124882.3	ENSG00000007255.9	ENSG00000124882.3	0.194132159326	0.194132159326	enet	1	1
ENSG00000117594.8-ENSG00000183598.3	ENSG00000117594.8	ENSG00000183598.3	-0.19407757045	0.19407757045	enet	1	1
ENSG00000086548.8-ENSG00000183671.11	ENSG00000086548.8	ENSG00000183671.11	0.193623527901	0.193623527901	enet	1	1
ENSG00000243709.1-ENSG00000158445.7	ENSG00000243709.1	ENSG00000158445.7	-0.193458821702	0.193458821702	enet	1	1
ENSG00000100271.15-ENSG00000108551.4	ENSG00000100271.15	ENSG00000108551.4	0.193417926099	0.193417926099	enet	1	1
ENSG00000186603.5-ENSG00000129173.11	ENSG00000186603.5	ENSG00000129173.11	0.193312550302	0.193312550302	enet	1	1
ENSG00000181649.5-ENSG00000166589.11	ENSG00000181649.5	ENSG00000166589.11	0.193142874454	0.193142874454	enet	1	1
ENSG00000204531.14-ENSG00000163545.7	ENSG00000204531.14	ENSG00000163545.7	-0.192796488715	0.192796488715	enet	1	1
ENSG00000183671.11-ENSG00000123610.4	ENSG00000183671.11	ENSG00000123610.4	-0.19260256054	0.19260256054	enet	1	1
ENSG00000243709.1-ENSG00000162040.6	ENSG00000243709.1	ENSG00000162040.6	0.19242857698	0.19242857698	enet	1	1
ENSG00000129988.5-ENSG00000141750.6	ENSG00000129988.5	ENSG00000141750.6	0.192239499253	0.192239499253	enet	1	1
ENSG00000184270.4-ENSG00000129988.5	ENSG00000184270.4	ENSG00000129988.5	-0.192206594032	0.192206594032	enet	1	1
ENSG00000129988.5-ENSG00000189431.7	ENSG00000129988.5	ENSG00000189431.7	-0.192018821823	0.192018821823	enet	1	1
ENSG00000185267.8-ENSG00000167772.10	ENSG00000185267.8	ENSG00000167772.10	0.191871887369	0.191871887369	enet	1	1
ENSG00000187486.5-ENSG00000168955.3	ENSG00000187486.5	ENSG00000168955.3	-0.191783205323	0.191783205323	enet	1	1
ENSG00000187288.9-ENSG00000095752.5	ENSG00000187288.9	ENSG00000095752.5	-0.19161326124	0.19161326124	enet	1	1
ENSG00000243709.1-ENSG00000118689.13	ENSG00000243709.1	ENSG00000118689.13	-0.19155855331	0.19155855331	enet	1	1
ENSG00000205177.6-ENSG00000128016.5	ENSG00000205177.6	ENSG00000128016.5	0.191452744338	0.191452744338	enet	1	1
ENSG00000186603.5-ENSG00000166589.11	ENSG00000186603.5	ENSG00000166589.11	-0.191427535582	0.191427535582	enet	1	1
ENSG00000170477.11-ENSG00000243709.1	ENSG00000170477.11	ENSG00000243709.1	0.191089445428	0.191089445428	enet	1	1
ENSG00000181649.5-ENSG00000187288.9	ENSG00000181649.5	ENSG00000187288.9	0.191011709516	0.191011709516	enet	1	1
ENSG00000205177.6-ENSG00000189431.7	ENSG00000205177.6	ENSG00000189431.7	-0.190922907807	0.190922907807	enet	1	1
ENSG00000205177.6-ENSG00000146678.8	ENSG00000205177.6	ENSG00000146678.8	0.190885624297	0.190885624297	enet	1	1
ENSG00000129988.5-ENSG00000008513.13	ENSG00000129988.5	ENSG00000008513.13	0.190847427864	0.190847427864	enet	1	1
ENSG00000007255.9-ENSG00000164056.9	ENSG00000007255.9	ENSG00000164056.9	-0.190844398734	0.190844398734	enet	1	1
ENSG00000107731.11-ENSG00000166589.11	ENSG00000107731.11	ENSG00000166589.11	0.190768491292	0.190768491292	enet	1	1
ENSG00000129988.5-ENSG00000168398.6	ENSG00000129988.5	ENSG00000168398.6	-0.190693196194	0.190693196194	enet	1	1
ENSG00000205177.6-ENSG00000096060.13	ENSG00000205177.6	ENSG00000096060.13	0.190561638319	0.190561638319	enet	1	1
ENSG00000004848.6-ENSG00000278637.1	ENSG00000004848.6	ENSG00000278637.1	-0.190423395619	0.190423395619	enet	1	1
ENSG00000160781.14-ENSG00000181634.7	ENSG00000160781.14	ENSG00000181634.7	0.190111623655	0.190111623655	enet	1	1
ENSG00000181649.5-ENSG00000115112.7	ENSG00000181649.5	ENSG00000115112.7	0.190104791514	0.190104791514	enet	1	1
ENSG00000124575.6-ENSG00000085662.12	ENSG00000124575.6	ENSG00000085662.12	0.189933505775	0.189933505775	enet	1	1
ENSG00000187288.9-ENSG00000168497.4	ENSG00000187288.9	ENSG00000168497.4	0.189896345393	0.189896345393	enet	1	1
ENSG00000129988.5-ENSG00000184205.13	ENSG00000129988.5	ENSG00000184205.13	0.189876766954	0.189876766954	enet	1	1
ENSG00000160781.14-ENSG00000124882.3	ENSG00000160781.14	ENSG00000124882.3	0.189695958716	0.189695958716	enet	1	1
ENSG00000187288.9-ENSG00000167772.10	ENSG00000187288.9	ENSG00000167772.10	0.189646834052	0.189646834052	enet	1	1
ENSG00000186603.5-ENSG00000163283.6	ENSG00000186603.5	ENSG00000163283.6	-0.189541114738	0.189541114738	enet	1	1
ENSG00000129988.5-ENSG00000164056.9	ENSG00000129988.5	ENSG00000164056.9	0.189092827347	0.189092827347	enet	1	1
ENSG00000137440.4-ENSG00000151726.12	ENSG00000137440.4	ENSG00000151726.12	-0.188889029745	0.188889029745	enet	1	1
ENSG00000181649.5-ENSG00000123610.4	ENSG00000181649.5	ENSG00000123610.4	-0.188787305184	0.188787305184	enet	1	1
ENSG00000170477.11-ENSG00000173262.10	ENSG00000170477.11	ENSG00000173262.10	0.188305505072	0.188305505072	enet	1	1
ENSG00000274267.1-ENSG00000116741.7	ENSG00000274267.1	ENSG00000116741.7	0.187846773588	0.187846773588	enet	1	1
ENSG00000129988.5-ENSG00000134830.5	ENSG00000129988.5	ENSG00000134830.5	0.187791859197	0.187791859197	enet	1	1
ENSG00000067798.12-ENSG00000166589.11	ENSG00000067798.12	ENSG00000166589.11	0.187647588396	0.187647588396	enet	1	1
ENSG00000129988.5-ENSG00000198729.4	ENSG00000129988.5	ENSG00000198729.4	0.187562989195	0.187562989195	enet	1	1
ENSG00000107731.11-ENSG00000211448.10	ENSG00000107731.11	ENSG00000211448.10	-0.187532576441	0.187532576441	enet	1	1
ENSG00000116032.5-ENSG00000183598.3	ENSG00000116032.5	ENSG00000183598.3	-0.187344101111	0.187344101111	enet	1	1
ENSG00000170477.11-ENSG00000168955.3	ENSG00000170477.11	ENSG00000168955.3	-0.187337172319	0.187337172319	enet	1	1
ENSG00000108551.4-ENSG00000129757.11	ENSG00000108551.4	ENSG00000129757.11	0.187300803646	0.187300803646	enet	1	1
ENSG00000183671.11-ENSG00000145569.5	ENSG00000183671.11	ENSG00000145569.5	0.187268371129	0.187268371129	enet	1	1
