Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
ENSG00000164743.4-ENSG00000185432.11	ENSG00000164743.4	ENSG00000185432.11	-0.653952425683	0.653952425683	lasso	1	1
ENSG00000129988.5-ENSG00000129757.11	ENSG00000129988.5	ENSG00000129757.11	0.653474984121	0.653474984121	lasso	1	1
ENSG00000197329.10-ENSG00000176387.6	ENSG00000197329.10	ENSG00000176387.6	-0.650731418715	0.650731418715	lasso	1	1
ENSG00000241935.7-ENSG00000187288.9	ENSG00000241935.7	ENSG00000187288.9	-0.649778201239	0.649778201239	lasso	1	1
ENSG00000175592.7-ENSG00000163283.6	ENSG00000175592.7	ENSG00000163283.6	0.649720599148	0.649720599148	lasso	1	1
ENSG00000170477.11-ENSG00000135094.9	ENSG00000170477.11	ENSG00000135094.9	0.648929681729	0.648929681729	lasso	1	1
ENSG00000129988.5-ENSG00000095752.5	ENSG00000129988.5	ENSG00000095752.5	-0.647194953158	0.647194953158	lasso	1	1
ENSG00000189114.6-ENSG00000205177.6	ENSG00000189114.6	ENSG00000205177.6	-0.646766746972	0.646766746972	lasso	1	1
ENSG00000181649.5-ENSG00000144583.4	ENSG00000181649.5	ENSG00000144583.4	-0.646108972727	0.646108972727	lasso	1	1
ENSG00000129757.11-ENSG00000189431.7	ENSG00000129757.11	ENSG00000189431.7	0.645719828759	0.645719828759	lasso	1	1
ENSG00000160781.14-ENSG00000137331.11	ENSG00000160781.14	ENSG00000137331.11	0.6453866994	0.6453866994	lasso	1	1
ENSG00000120549.14-ENSG00000186567.11	ENSG00000120549.14	ENSG00000186567.11	0.644061533108	0.644061533108	lasso	1	1
ENSG00000129757.11-ENSG00000096060.13	ENSG00000129757.11	ENSG00000096060.13	-0.639089604019	0.639089604019	lasso	1	1
ENSG00000160781.14-ENSG00000166589.11	ENSG00000160781.14	ENSG00000166589.11	-0.636649233287	0.636649233287	lasso	1	1
ENSG00000067798.12-ENSG00000158445.7	ENSG00000067798.12	ENSG00000158445.7	0.63410202589	0.63410202589	lasso	1	1
ENSG00000107731.11-ENSG00000176387.6	ENSG00000107731.11	ENSG00000176387.6	0.634012304615	0.634012304615	lasso	1	1
ENSG00000125266.6-ENSG00000165887.10	ENSG00000125266.6	ENSG00000165887.10	0.631592482229	0.631592482229	lasso	1	1
ENSG00000181649.5-ENSG00000123610.4	ENSG00000181649.5	ENSG00000123610.4	-0.63127434724	0.63127434724	lasso	1	1
ENSG00000204531.14-ENSG00000160888.6	ENSG00000204531.14	ENSG00000160888.6	-0.630572382827	0.630572382827	lasso	1	1
ENSG00000183671.11-ENSG00000211448.10	ENSG00000183671.11	ENSG00000211448.10	-0.630533930246	0.630533930246	lasso	1	1
ENSG00000186603.5-ENSG00000152779.13	ENSG00000186603.5	ENSG00000152779.13	-0.630323342791	0.630323342791	lasso	1	1
ENSG00000156966.6-ENSG00000159388.5	ENSG00000156966.6	ENSG00000159388.5	0.630282239031	0.630282239031	lasso	1	1
ENSG00000188293.5-ENSG00000007255.9	ENSG00000188293.5	ENSG00000007255.9	-0.628879926774	0.628879926774	lasso	1	1
ENSG00000241935.7-ENSG00000141750.6	ENSG00000241935.7	ENSG00000141750.6	-0.628803307285	0.628803307285	lasso	1	1
ENSG00000183671.11-ENSG00000123610.4	ENSG00000183671.11	ENSG00000123610.4	-0.627916148245	0.627916148245	lasso	1	1
ENSG00000250571.5-ENSG00000175592.7	ENSG00000250571.5	ENSG00000175592.7	-0.627181396084	0.627181396084	lasso	1	1
ENSG00000189431.7-ENSG00000181634.7	ENSG00000189431.7	ENSG00000181634.7	0.626033339428	0.626033339428	lasso	1	1
ENSG00000160781.14-ENSG00000187193.8	ENSG00000160781.14	ENSG00000187193.8	-0.625565374321	0.625565374321	lasso	1	1
ENSG00000134215.14-ENSG00000152779.13	ENSG00000134215.14	ENSG00000152779.13	-0.625350300612	0.625350300612	lasso	1	1
ENSG00000107731.11-ENSG00000138615.5	ENSG00000107731.11	ENSG00000138615.5	0.624300116384	0.624300116384	lasso	1	1
ENSG00000131018.21-ENSG00000106211.8	ENSG00000131018.21	ENSG00000106211.8	0.624192908806	0.624192908806	lasso	1	1
ENSG00000136883.11-ENSG00000019549.7	ENSG00000136883.11	ENSG00000019549.7	0.623867574326	0.623867574326	lasso	1	1
ENSG00000181649.5-ENSG00000129757.11	ENSG00000181649.5	ENSG00000129757.11	0.623338705822	0.623338705822	lasso	1	1
ENSG00000133328.3-ENSG00000278637.1	ENSG00000133328.3	ENSG00000278637.1	0.622977597675	0.622977597675	lasso	1	1
ENSG00000123384.12-ENSG00000106789.11	ENSG00000123384.12	ENSG00000106789.11	0.621915619961	0.621915619961	lasso	1	1
ENSG00000189431.7-ENSG00000127129.8	ENSG00000189431.7	ENSG00000127129.8	-0.621551004492	0.621551004492	lasso	1	1
ENSG00000186603.5-ENSG00000138615.5	ENSG00000186603.5	ENSG00000138615.5	-0.62107200145	0.62107200145	lasso	1	1
ENSG00000197405.6-ENSG00000205420.9	ENSG00000197405.6	ENSG00000205420.9	0.620673524911	0.620673524911	lasso	1	1
ENSG00000243709.1-ENSG00000166592.10	ENSG00000243709.1	ENSG00000166592.10	-0.620063545185	0.620063545185	lasso	1	1
ENSG00000003137.7-ENSG00000205177.6	ENSG00000003137.7	ENSG00000205177.6	-0.619637132593	0.619637132593	lasso	1	1
ENSG00000129988.5-ENSG00000090376.7	ENSG00000129988.5	ENSG00000090376.7	0.617873151416	0.617873151416	lasso	1	1
ENSG00000187288.9-ENSG00000095752.5	ENSG00000187288.9	ENSG00000095752.5	-0.616055382975	0.616055382975	lasso	1	1
ENSG00000156966.6-ENSG00000163659.11	ENSG00000156966.6	ENSG00000163659.11	0.61520307234	0.61520307234	lasso	1	1
ENSG00000183671.11-ENSG00000158445.7	ENSG00000183671.11	ENSG00000158445.7	0.614555150391	0.614555150391	lasso	1	1
ENSG00000170477.11-ENSG00000151726.12	ENSG00000170477.11	ENSG00000151726.12	0.613797920574	0.613797920574	lasso	1	1
ENSG00000129988.5-ENSG00000139132.13	ENSG00000129988.5	ENSG00000139132.13	0.612995851195	0.612995851195	lasso	1	1
ENSG00000181649.5-ENSG00000087494.14	ENSG00000181649.5	ENSG00000087494.14	-0.612750067264	0.612750067264	lasso	1	1
ENSG00000170477.11-ENSG00000145569.5	ENSG00000170477.11	ENSG00000145569.5	0.612377628587	0.612377628587	lasso	1	1
ENSG00000067798.12-ENSG00000152086.8	ENSG00000067798.12	ENSG00000152086.8	0.610477883868	0.610477883868	lasso	1	1
ENSG00000175832.11-ENSG00000007255.9	ENSG00000175832.11	ENSG00000007255.9	-0.61024929012	0.61024929012	lasso	1	1
ENSG00000197405.6-ENSG00000151726.12	ENSG00000197405.6	ENSG00000151726.12	0.609689664549	0.609689664549	lasso	1	1
ENSG00000077463.13-ENSG00000134107.4	ENSG00000077463.13	ENSG00000134107.4	-0.609480009912	0.609480009912	lasso	1	1
ENSG00000137198.8-ENSG00000184557.4	ENSG00000137198.8	ENSG00000184557.4	0.608532353597	0.608532353597	lasso	1	1
ENSG00000181649.5-ENSG00000166589.11	ENSG00000181649.5	ENSG00000166589.11	0.608134427666	0.608134427666	lasso	1	1
ENSG00000197405.6-ENSG00000072071.15	ENSG00000197405.6	ENSG00000072071.15	0.608013267073	0.608013267073	lasso	1	1
ENSG00000204344.13-ENSG00000165272.13	ENSG00000204344.13	ENSG00000165272.13	0.607944231442	0.607944231442	lasso	1	1
ENSG00000129988.5-ENSG00000124205.14	ENSG00000129988.5	ENSG00000124205.14	0.607941665462	0.607941665462	lasso	1	1
ENSG00000149571.9-ENSG00000188747.7	ENSG00000149571.9	ENSG00000188747.7	0.607893648171	0.607893648171	lasso	1	1
ENSG00000107731.11-ENSG00000163283.6	ENSG00000107731.11	ENSG00000163283.6	0.607521252258	0.607521252258	lasso	1	1
ENSG00000170477.11-ENSG00000187193.8	ENSG00000170477.11	ENSG00000187193.8	0.607442255318	0.607442255318	lasso	1	1
ENSG00000086548.8-ENSG00000163283.6	ENSG00000086548.8	ENSG00000163283.6	0.607215288759	0.607215288759	lasso	1	1
ENSG00000081041.8-ENSG00000184270.4	ENSG00000081041.8	ENSG00000184270.4	-0.607207082861	0.607207082861	lasso	1	1
ENSG00000142871.14-ENSG00000183598.3	ENSG00000142871.14	ENSG00000183598.3	-0.606096700239	0.606096700239	lasso	1	1
ENSG00000105379.8-ENSG00000120057.4	ENSG00000105379.8	ENSG00000120057.4	0.604792816185	0.604792816185	lasso	1	1
ENSG00000183671.11-ENSG00000168955.3	ENSG00000183671.11	ENSG00000168955.3	-0.604292399412	0.604292399412	lasso	1	1
ENSG00000135094.9-ENSG00000165272.13	ENSG00000135094.9	ENSG00000165272.13	0.602551734329	0.602551734329	lasso	1	1
ENSG00000197766.6-ENSG00000163739.4	ENSG00000197766.6	ENSG00000163739.4	0.60156857554	0.60156857554	lasso	1	1
ENSG00000108551.4-ENSG00000163283.6	ENSG00000108551.4	ENSG00000163283.6	0.60143127456	0.60143127456	lasso	1	1
ENSG00000168389.16-ENSG00000278637.1	ENSG00000168389.16	ENSG00000278637.1	0.601223928552	0.601223928552	lasso	1	1
ENSG00000115363.12-ENSG00000124575.6	ENSG00000115363.12	ENSG00000124575.6	-0.599591685983	0.599591685983	lasso	1	1
ENSG00000091622.14-ENSG00000166592.10	ENSG00000091622.14	ENSG00000166592.10	0.598367412885	0.598367412885	lasso	1	1
ENSG00000183671.11-ENSG00000151726.12	ENSG00000183671.11	ENSG00000151726.12	0.597737645962	0.597737645962	lasso	1	1
ENSG00000132821.10-ENSG00000183598.3	ENSG00000132821.10	ENSG00000183598.3	-0.594787884678	0.594787884678	lasso	1	1
