Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2
ENSG00000146250.6-ENSG00000141750.6	ENSG00000146250.6	ENSG00000141750.6	lasso	2.0				0.242880388224	0.242880388224	2.0
ENSG00000183598.3-ENSG00000152779.13	ENSG00000183598.3	ENSG00000152779.13	lasso	2.0				-0.242774316752	0.242774316752	2.0
ENSG00000187566.4-ENSG00000183671.11	ENSG00000187566.4	ENSG00000183671.11	lasso	2.0				0.241698256084	0.241698256084	2.0
ENSG00000178150.7-ENSG00000152086.8	ENSG00000178150.7	ENSG00000152086.8	lasso	2.0				-0.241110374401	0.241110374401	2.0
ENSG00000146674.13-ENSG00000180044.4	ENSG00000146674.13	ENSG00000180044.4	lasso	2.0				0.240830794726	0.240830794726	2.0
ENSG00000187566.4-ENSG00000130513.6	ENSG00000187566.4	ENSG00000130513.6	lasso	2.0				-0.240665512915	0.240665512915	2.0
ENSG00000134070.4-ENSG00000163283.6	ENSG00000134070.4	ENSG00000163283.6	lasso	2.0				0.240576603231	0.240576603231	2.0
ENSG00000137198.8-ENSG00000137440.4	ENSG00000137198.8	ENSG00000137440.4	lasso	2.0				-0.239840873844	0.239840873844	2.0
ENSG00000178150.7-ENSG00000145569.5	ENSG00000178150.7	ENSG00000145569.5	lasso	2.0				-0.238199891875	0.238199891875	2.0
ENSG00000204616.9-ENSG00000111319.11	ENSG00000204616.9	ENSG00000111319.11	lasso	2.0				0.237007250795	0.237007250795	2.0
ENSG00000173391.7-ENSG00000187288.9	ENSG00000173391.7	ENSG00000187288.9	lasso	2.0				0.234803441096	0.234803441096	2.0
ENSG00000204616.9-ENSG00000128335.12	ENSG00000204616.9	ENSG00000128335.12	lasso	2.0				0.234488135406	0.234488135406	2.0
ENSG00000156427.7-ENSG00000054179.10	ENSG00000156427.7	ENSG00000054179.10	lasso	2.0				-0.234040995985	0.234040995985	2.0
ENSG00000146250.6-ENSG00000125148.6	ENSG00000146250.6	ENSG00000125148.6	lasso	2.0				0.233485490936	0.233485490936	2.0
ENSG00000184270.4-ENSG00000146250.6	ENSG00000184270.4	ENSG00000146250.6	lasso	2.0				-0.2328607122	0.2328607122	2.0
ENSG00000006606.7-ENSG00000278637.1	ENSG00000006606.7	ENSG00000278637.1	lasso	2.0				-0.232689028538	0.232689028538	2.0
ENSG00000146674.13-ENSG00000125730.15	ENSG00000146674.13	ENSG00000125730.15	lasso	2.0				-0.23247821361	0.23247821361	2.0
ENSG00000204616.9-ENSG00000129988.5	ENSG00000204616.9	ENSG00000129988.5	lasso	2.0				0.230793281517	0.230793281517	2.0
ENSG00000138207.11-ENSG00000243709.1	ENSG00000138207.11	ENSG00000243709.1	lasso	2.0				-0.23050141726	0.23050141726	2.0
ENSG00000173391.7-ENSG00000096060.13	ENSG00000173391.7	ENSG00000096060.13	lasso	2.0				0.230031390197	0.230031390197	2.0
ENSG00000183598.3-ENSG00000173262.10	ENSG00000183598.3	ENSG00000173262.10	lasso	2.0				-0.229236957149	0.229236957149	2.0
ENSG00000243709.1-ENSG00000135094.9	ENSG00000243709.1	ENSG00000135094.9	lasso	2.0				0.228802602911	0.228802602911	2.0
ENSG00000187566.4-ENSG00000187288.9	ENSG00000187566.4	ENSG00000187288.9	lasso	2.0				0.228297330872	0.228297330872	2.0
ENSG00000178150.7-ENSG00000096060.13	ENSG00000178150.7	ENSG00000096060.13	lasso	2.0				-0.228294076906	0.228294076906	2.0
ENSG00000007255.9-ENSG00000008513.13	ENSG00000007255.9	ENSG00000008513.13	lasso	2.0				-0.227309463501	0.227309463501	2.0
ENSG00000185338.4-ENSG00000183598.3	ENSG00000185338.4	ENSG00000183598.3	lasso	2.0				0.227130446481	0.227130446481	2.0
ENSG00000173391.7-ENSG00000166592.10	ENSG00000173391.7	ENSG00000166592.10	lasso	2.0				0.225690597088	0.225690597088	2.0
ENSG00000204616.9-ENSG00000134363.10	ENSG00000204616.9	ENSG00000134363.10	lasso	2.0				-0.224460304773	0.224460304773	2.0
ENSG00000146250.6-ENSG00000115112.7	ENSG00000146250.6	ENSG00000115112.7	lasso	2.0				0.224425771484	0.224425771484	2.0
ENSG00000146674.13-ENSG00000140519.11	ENSG00000146674.13	ENSG00000140519.11	lasso	2.0				-0.223886091535	0.223886091535	2.0
ENSG00000007255.9-ENSG00000143845.13	ENSG00000007255.9	ENSG00000143845.13	lasso	2.0				-0.222145526755	0.222145526755	2.0
ENSG00000204616.9-ENSG00000166825.12	ENSG00000204616.9	ENSG00000166825.12	lasso	2.0				0.221392036557	0.221392036557	2.0
ENSG00000167772.10-ENSG00000155846.15	ENSG00000167772.10	ENSG00000155846.15	lasso	2.0				0.220313747758	0.220313747758	2.0
ENSG00000167772.10-ENSG00000132965.8	ENSG00000167772.10	ENSG00000132965.8	lasso	2.0				0.220190963158	0.220190963158	2.0
ENSG00000167772.10-ENSG00000213853.8	ENSG00000167772.10	ENSG00000213853.8	lasso	2.0				0.219714039725	0.219714039725	2.0
ENSG00000007255.9-ENSG00000166592.10	ENSG00000007255.9	ENSG00000166592.10	lasso	2.0				-0.219105391528	0.219105391528	2.0
ENSG00000007255.9-ENSG00000183671.11	ENSG00000007255.9	ENSG00000183671.11	lasso	2.0				-0.219029447381	0.219029447381	2.0
ENSG00000184481.15-ENSG00000130513.6	ENSG00000184481.15	ENSG00000130513.6	lasso	2.0				-0.218456360052	0.218456360052	2.0
ENSG00000165887.10-ENSG00000183671.11	ENSG00000165887.10	ENSG00000183671.11	lasso	2.0				0.217971984639	0.217971984639	2.0
ENSG00000102890.13-ENSG00000183671.11	ENSG00000102890.13	ENSG00000183671.11	lasso	2.0				-0.217671985237	0.217671985237	2.0
ENSG00000143320.7-ENSG00000205420.9	ENSG00000143320.7	ENSG00000205420.9	lasso	2.0				0.216934238171	0.216934238171	2.0
ENSG00000167772.10-ENSG00000166592.10	ENSG00000167772.10	ENSG00000166592.10	lasso	2.0				0.216657441087	0.216657441087	2.0
ENSG00000167772.10-ENSG00000090376.7	ENSG00000167772.10	ENSG00000090376.7	lasso	2.0				0.215381120854	0.215381120854	2.0
ENSG00000185745.9-ENSG00000095752.5	ENSG00000185745.9	ENSG00000095752.5	lasso	2.0				-0.215223149775	0.215223149775	2.0
ENSG00000184270.4-ENSG00000205420.9	ENSG00000184270.4	ENSG00000205420.9	lasso	2.0				0.214784468901	0.214784468901	2.0
ENSG00000167772.10-ENSG00000154217.13	ENSG00000167772.10	ENSG00000154217.13	lasso	2.0				0.214174010783	0.214174010783	2.0
ENSG00000204389.9-ENSG00000205177.6	ENSG00000204389.9	ENSG00000205177.6	lasso	2.0				0.214054261824	0.214054261824	2.0
ENSG00000167772.10-ENSG00000165272.13	ENSG00000167772.10	ENSG00000165272.13	lasso	2.0				0.212244723415	0.212244723415	2.0
ENSG00000173391.7-ENSG00000095596.10	ENSG00000173391.7	ENSG00000095596.10	lasso	2.0				-0.212242057248	0.212242057248	2.0
ENSG00000167772.10-ENSG00000036672.14	ENSG00000167772.10	ENSG00000036672.14	lasso	2.0				0.211212414697	0.211212414697	2.0
ENSG00000146250.6-ENSG00000152086.8	ENSG00000146250.6	ENSG00000152086.8	lasso	2.0				0.211112389605	0.211112389605	2.0
ENSG00000173391.7-ENSG00000188747.7	ENSG00000173391.7	ENSG00000188747.7	lasso	2.0				0.210672532744	0.210672532744	2.0
ENSG00000204616.9-ENSG00000095752.5	ENSG00000204616.9	ENSG00000095752.5	lasso	2.0				-0.209793390758	0.209793390758	2.0
ENSG00000156427.7-ENSG00000172602.8	ENSG00000156427.7	ENSG00000172602.8	lasso	2.0				0.209491635808	0.209491635808	2.0
ENSG00000178150.7-ENSG00000151012.12	ENSG00000178150.7	ENSG00000151012.12	lasso	2.0				0.209235142576	0.209235142576	2.0
ENSG00000166592.10-ENSG00000138615.5	ENSG00000166592.10	ENSG00000138615.5	lasso	2.0				-0.208977797163	0.208977797163	2.0
ENSG00000146674.13-ENSG00000019505.6	ENSG00000146674.13	ENSG00000019505.6	lasso	2.0				0.208734406007	0.208734406007	2.0
ENSG00000143320.7-ENSG00000129757.11	ENSG00000143320.7	ENSG00000129757.11	lasso	2.0				0.20849698861	0.20849698861	2.0
ENSG00000204616.9-ENSG00000138615.5	ENSG00000204616.9	ENSG00000138615.5	lasso	2.0				0.208315129459	0.208315129459	2.0
ENSG00000173391.7-ENSG00000115112.7	ENSG00000173391.7	ENSG00000115112.7	lasso	2.0				0.207574625982	0.207574625982	2.0
ENSG00000204616.9-ENSG00000125148.6	ENSG00000204616.9	ENSG00000125148.6	lasso	2.0				0.207389963876	0.207389963876	2.0
ENSG00000173391.7-ENSG00000107731.11	ENSG00000173391.7	ENSG00000107731.11	lasso	2.0				0.2072487934	0.2072487934	2.0
ENSG00000167772.10-ENSG00000131470.13	ENSG00000167772.10	ENSG00000131470.13	lasso	2.0				-0.207079743683	0.207079743683	2.0
ENSG00000146250.6-ENSG00000168824.13	ENSG00000146250.6	ENSG00000168824.13	lasso	2.0				0.206039633254	0.206039633254	2.0
ENSG00000204616.9-ENSG00000166165.11	ENSG00000204616.9	ENSG00000166165.11	lasso	2.0				0.205211113541	0.205211113541	2.0
ENSG00000164442.9-ENSG00000167772.10	ENSG00000164442.9	ENSG00000167772.10	lasso	2.0				0.204842190617	0.204842190617	2.0
ENSG00000135094.9-ENSG00000162975.4	ENSG00000135094.9	ENSG00000162975.4	lasso	2.0				-0.204134348554	0.204134348554	2.0
ENSG00000167772.10-ENSG00000122862.4	ENSG00000167772.10	ENSG00000122862.4	lasso	2.0				0.203740329462	0.203740329462	2.0
ENSG00000178150.7-ENSG00000115363.12	ENSG00000178150.7	ENSG00000115363.12	lasso	2.0				0.203642249372	0.203642249372	2.0
ENSG00000167772.10-ENSG00000211448.10	ENSG00000167772.10	ENSG00000211448.10	lasso	2.0				-0.203449956714	0.203449956714	2.0
ENSG00000007255.9-ENSG00000141750.6	ENSG00000007255.9	ENSG00000141750.6	lasso	2.0				-0.20332523673	0.20332523673	2.0
ENSG00000256060.2-ENSG00000158445.7	ENSG00000256060.2	ENSG00000158445.7	lasso	2.0				0.202427525009	0.202427525009	2.0
ENSG00000128965.10-ENSG00000120675.5	ENSG00000128965.10	ENSG00000120675.5	lasso	2.0				0.201731483533	0.201731483533	2.0
ENSG00000184270.4-ENSG00000163283.6	ENSG00000184270.4	ENSG00000163283.6	lasso	2.0				0.201554162639	0.201554162639	2.0
ENSG00000167772.10-ENSG00000104415.12	ENSG00000167772.10	ENSG00000104415.12	lasso	2.0				0.201366665595	0.201366665595	2.0
ENSG00000156427.7-ENSG00000124882.3	ENSG00000156427.7	ENSG00000124882.3	lasso	2.0				0.201100055088	0.201100055088	2.0
ENSG00000178150.7-ENSG00000189221.8	ENSG00000178150.7	ENSG00000189221.8	lasso	2.0				-0.200554537328	0.200554537328	2.0
ENSG00000106789.11-ENSG00000144642.19	ENSG00000106789.11	ENSG00000144642.19	lasso	2.0				0.198663931249	0.198663931249	2.0
ENSG00000183172.8-ENSG00000137331.11	ENSG00000183172.8	ENSG00000137331.11	lasso	2.0				0.198245065742	0.198245065742	2.0
ENSG00000183598.3-ENSG00000145569.5	ENSG00000183598.3	ENSG00000145569.5	lasso	2.0				-0.198069963194	0.198069963194	2.0
ENSG00000128965.10-ENSG00000125148.6	ENSG00000128965.10	ENSG00000125148.6	lasso	2.0				0.197827484182	0.197827484182	2.0
ENSG00000167772.10-ENSG00000133328.3	ENSG00000167772.10	ENSG00000133328.3	lasso	2.0				0.197693823513	0.197693823513	2.0
ENSG00000167772.10-ENSG00000185432.11	ENSG00000167772.10	ENSG00000185432.11	lasso	2.0				0.197080956194	0.197080956194	2.0
ENSG00000176387.6-ENSG00000184557.4	ENSG00000176387.6	ENSG00000184557.4	lasso	2.0				0.19700098181	0.19700098181	2.0
ENSG00000204616.9-ENSG00000129757.11	ENSG00000204616.9	ENSG00000129757.11	lasso	2.0				0.196496486213	0.196496486213	2.0
ENSG00000187566.4-ENSG00000181634.7	ENSG00000187566.4	ENSG00000181634.7	lasso	2.0				-0.195735848454	0.195735848454	2.0
ENSG00000156427.7-ENSG00000166165.11	ENSG00000156427.7	ENSG00000166165.11	lasso	2.0				-0.195310611256	0.195310611256	2.0
ENSG00000167772.10-ENSG00000118689.13	ENSG00000167772.10	ENSG00000118689.13	lasso	2.0				0.19488900215	0.19488900215	2.0
ENSG00000178150.7-ENSG00000167772.10	ENSG00000178150.7	ENSG00000167772.10	lasso	2.0				-0.194520694313	0.194520694313	2.0
ENSG00000173391.7-ENSG00000183671.11	ENSG00000173391.7	ENSG00000183671.11	lasso	2.0				0.194345557614	0.194345557614	2.0
ENSG00000186603.5-ENSG00000106789.11	ENSG00000186603.5	ENSG00000106789.11	lasso	2.0				0.194343318987	0.194343318987	2.0
ENSG00000278637.1-ENSG00000151726.12	ENSG00000278637.1	ENSG00000151726.12	lasso	2.0				0.194027707839	0.194027707839	2.0
ENSG00000278637.1-ENSG00000120057.4	ENSG00000278637.1	ENSG00000120057.4	lasso	2.0				0.193855940081	0.193855940081	2.0
ENSG00000204616.9-ENSG00000140519.11	ENSG00000204616.9	ENSG00000140519.11	lasso	2.0				0.193050484757	0.193050484757	2.0
ENSG00000205420.9-ENSG00000146678.8	ENSG00000205420.9	ENSG00000146678.8	lasso	2.0				-0.192947652448	0.192947652448	2.0
ENSG00000183598.3-ENSG00000129757.11	ENSG00000183598.3	ENSG00000129757.11	lasso	2.0				-0.192554646188	0.192554646188	2.0
ENSG00000167772.10-ENSG00000119686.8	ENSG00000167772.10	ENSG00000119686.8	lasso	2.0				0.192411918066	0.192411918066	2.0
ENSG00000178150.7-ENSG00000158104.10	ENSG00000178150.7	ENSG00000158104.10	lasso	2.0				-0.191608145239	0.191608145239	2.0
ENSG00000183598.3-ENSG00000166589.11	ENSG00000183598.3	ENSG00000166589.11	lasso	2.0				-0.19117169897	0.19117169897	2.0
ENSG00000146250.6-ENSG00000158292.6	ENSG00000146250.6	ENSG00000158292.6	lasso	2.0				0.191116955471	0.191116955471	2.0
ENSG00000073756.10-ENSG00000039987.5	ENSG00000073756.10	ENSG00000039987.5	lasso	2.0				-0.190868962172	0.190868962172	2.0
ENSG00000187566.4-ENSG00000168824.13	ENSG00000187566.4	ENSG00000168824.13	lasso	2.0				0.190403242827	0.190403242827	2.0
